haplotype	first	last	duration	total	prefecture
1.70.149.4.2	2020-11-16	2020-12-11	26	38	Nagano
1.70.x.2	2020-08-31	2020-09-14	15	12	Osaka
1.70.x.2.1	2020-08-31	2020-09-11	12	7	Osaka
1.70.x.11	2020-11-04	2020-11-06	3	2	Fukushima
1.70.x.11	2020-11-07	2020-11-07	1	2	Miyagi
1.70.x.11	2020-11-12	2020-11-19	8	4	Mie
1.70.x.11.x.3.x.2	2020-11-29	2020-12-11	13	6	Gifu
1.70.x.11.x.3.x.2.2	2020-11-29	2020-12-11	13	6	Gifu
1.70.x.19	2020-08-04	2020-08-06	3	3	Tokushima
1.70.x.19.x.2	2020-08-06	2020-08-06	1	1	Mie
1.70.x.19.x.2	2020-08-06	2020-08-06	1	1	Shizuoka
1.70.x.19.x.2	2020-08-07	2020-09-03	28	11	Fukuoka
1.70.x.39	2020-07-04	2020-08-13	41	3	Saitama
1.70.x.39	2020-08-03	2020-08-03	1	1	Kanagawa
1.70.x.39.2	2020-07-19	2020-07-19	1	1	Mie
1.70.x.39.2	2020-07-22	2020-07-22	1	1	Ibaraki
1.70.x.39.2	2020-07-22	2020-07-22	1	1	Yamaguchi
1.70.x.39.2	2020-07-28	2020-07-28	1	1	Aichi
1.70.x.39.2	2020-08-07	2020-08-07	1	1	Shizuoka
1.70.x.39.2.x.2	2020-08-07	2020-09-25	50	21	Ishikawa
1.70.x.39.2.x.2	2020-08-17	2020-08-17	1	1	Hyogo
1.70.x.39.2.x.2	2020-09-28	2020-09-28	1	1	Toyama
1.70.x.46	2020-07-07	2020-08-01	26	6	Chiba
1.70.x.46	2020-07-10	2020-07-10	1	1	Kanagawa
1.70.x.46	2020-07-16	2020-07-16	1	1	Kagawa
1.70.x.46	2020-07-16	2020-07-23	8	2	Tokyo
1.70.x.46	2020-07-30	2020-07-30	1	1	Tochigi
1.70.x.46	2020-08-14	2020-08-26	13	9	Hyogo
1.70.x.46.4	2020-07-13	2020-08-07	26	6	Chiba
1.70.x.46.4	2020-08-28	2020-08-28	1	1	Tochigi
1.73	2020-06-20	2020-08-26	68	105	Hyogo
1.73	2020-07-01	2020-08-21	52	6	Okayama
1.73	2020-07-03	2020-07-30	28	5	Nara
1.73	2020-07-08	2020-08-19	43	25	Wakayama
1.73	2020-07-11	2020-07-11	1	1	Kochi
1.73	2020-07-14	2020-08-20	38	109	Fukuoka
1.73	2020-07-14	2020-08-13	31	25	Osaka
1.73	2020-07-15	2020-07-15	1	1	Aichi
1.73	2020-07-17	2020-08-01	16	4	Nagasaki
1.73	2020-07-20	2020-07-22	3	2	Fukui
1.73	2020-07-20	2020-08-22	34	12	Shiga
1.73	2020-07-21	2020-07-21	1	1	Ibaraki
1.73	2020-07-22	2020-08-05	15	4	Kanagawa
1.73	2020-07-23	2020-07-23	1	1	Ishikawa
1.73	2020-07-24	2020-07-28	5	3	Miyazaki
1.73	2020-07-24	2020-08-27	35	7	Tochigi
1.73	2020-07-25	2020-08-21	28	80	Kumamoto
1.73	2020-07-26	2020-08-18	24	3	Miyagi
1.73	2020-07-27	2020-07-30	4	5	Kagoshima
1.73	2020-07-27	2020-08-01	6	2	Ehime
1.73	2020-07-29	2020-07-31	3	2	Mie
1.73	2020-07-30	2020-07-31	2	2	Oita
1.73	2020-07-30	2020-07-30	1	1	Iwate
1.73	2020-07-30	2020-08-06	8	6	Tottori
1.73	2020-07-31	2020-07-31	1	1	Shizuoka
1.73	2020-08-01	2020-08-03	3	2	Chiba
1.73	2020-08-03	2020-08-05	3	2	Hiroshima
1.73	2020-08-03	2020-08-18	16	5	Saitama
1.73	2020-08-04	2020-08-04	1	1	Hokkaido
1.73	2020-08-04	2020-08-04	1	1	Tokushima
1.73	2020-08-06	2020-08-09	4	4	Toyama
1.73	2020-08-11	2020-08-18	8	2	Tokyo
1.73	2020-08-18	2020-08-18	1	2	Yamanashi
1.73.4	2020-07-25	2020-07-25	1	1	Hyogo
1.73.14	2020-07-16	2020-08-07	23	11	Hyogo
1.73.14	2020-07-24	2020-08-07	15	19	Mie
1.73.14	2020-07-25	2020-08-04	11	3	Osaka
1.73.14	2020-07-27	2020-07-29	3	2	Yamaguchi
1.73.14	2020-07-27	2020-09-04	40	13	Fukuoka
